Game,Month,Year,Avg,Peak
The Elder Scrolls IV: Oblivion ,May ,2014,506.17,988
The Elder Scrolls IV: Oblivion ,April ,2014,535.41,999
The Elder Scrolls IV: Oblivion ,March ,2014,552.54,1084
The Elder Scrolls IV: Oblivion ,February ,2014,645.65,1283
The Elder Scrolls IV: Oblivion ,January ,2014,839.66,1871
The Elder Scrolls IV: Oblivion ,December ,2013,835.29,2863
The Elder Scrolls IV: Oblivion ,November ,2013,436.49,976
The Elder Scrolls IV: Oblivion ,October ,2013,390.04,759
The Elder Scrolls IV: Oblivion ,September ,2013,447.97,872
The Elder Scrolls IV: Oblivion ,August ,2013,661.54,2122
The Elder Scrolls IV: Oblivion ,July ,2013,483.61,783
The Elder Scrolls IV: Oblivion ,June ,2013,723.8,2237
The Elder Scrolls IV: Oblivion ,May ,2013,415.25,768
The Elder Scrolls IV: Oblivion ,April ,2013,405.02,804
The Elder Scrolls IV: Oblivion ,March ,2013,427.51,855
The Elder Scrolls IV: Oblivion ,February ,2013,511.93,1035
The Elder Scrolls IV: Oblivion ,January ,2013,726.19,1632
The Elder Scrolls IV: Oblivion ,December ,2012,496.88,1541
The Elder Scrolls IV: Oblivion ,November ,2012,389.98,737
The Elder Scrolls IV: Oblivion ,October ,2012,404.48,828
The Elder Scrolls IV: Oblivion ,September ,2012,367.92,740
The Elder Scrolls IV: Oblivion ,August ,2012,514.67,1025
The Elder Scrolls IV: Oblivion ,July ,2012,648.32,1416
A Dance of Fire and Ice,February ,2021,1438.74,3075
A Dance of Fire and Ice,January ,2021,1094.09,2202
A Dance of Fire and Ice,December ,2020,877.39,1907
A Dance of Fire and Ice,November ,2020,597.24,1595
A Dance of Fire and Ice,October ,2020,351.8,813
A Dance of Fire and Ice,September ,2020,375.26,804
A Dance of Fire and Ice,August ,2020,427.46,907
A Dance of Fire and Ice,July ,2020,459.33,1000
A Dance of Fire and Ice,June ,2020,406.26,982
A Dance of Fire and Ice,May ,2020,549.79,1601
A Dance of Fire and Ice,April ,2020,586.61,1320
A Dance of Fire and Ice,March ,2020,761.75,2651
A Dance of Fire and Ice,February ,2020,580.6,1251
A Dance of Fire and Ice,January ,2020,382.41,1352
A Dance of Fire and Ice,December ,2019,355.06,1149
A Dance of Fire and Ice,November ,2019,217.6,1253
A Dance of Fire and Ice,October ,2019,193.88,516
A Dance of Fire and Ice,September ,2019,197.4,509
A Dance of Fire and Ice,August ,2019,120.35,333
A Dance of Fire and Ice,July ,2019,61.97,170
A Dance of Fire and Ice,June ,2019,60.25,169
A Dance of Fire and Ice,May ,2019,94.8,292
A Dance of Fire and Ice,April ,2019,154.23,541
A Dance of Fire and Ice,March ,2019,599.73,3115
A Dance of Fire and Ice,February ,2019,167.21,959
A Dance of Fire and Ice,January ,2019,16.39,37
Crusaders of the Lost Idols,February ,2021,1395.85,1730
Crusaders of the Lost Idols,January ,2021,1380.98,1771
Crusaders of the Lost Idols,December ,2020,1352.51,1672
Crusaders of the Lost Idols,November ,2020,1453.45,1774
Crusaders of the Lost Idols,October ,2020,1329.32,1770
Crusaders of the Lost Idols,September ,2020,1285.39,1627
Crusaders of the Lost Idols,August ,2020,1322.42,1614
Crusaders of the Lost Idols,July ,2020,1353.12,1692
Crusaders of the Lost Idols,June ,2020,1387.25,1733
Crusaders of the Lost Idols,May ,2020,1428.83,1734
Crusaders of the Lost Idols,April ,2020,1479.97,1808
Crusaders of the Lost Idols,March ,2020,1426.63,1807
Crusaders of the Lost Idols,February ,2020,1367.07,1732
Crusaders of the Lost Idols,January ,2020,1372.16,1747
Crusaders of the Lost Idols,December ,2019,1343.45,1706
Crusaders of the Lost Idols,November ,2019,1389.91,1723
Crusaders of the Lost Idols,October ,2019,1388.21,1751
Crusaders of the Lost Idols,September ,2019,1404.12,1762
Crusaders of the Lost Idols,August ,2019,1434.18,1818
Crusaders of the Lost Idols,July ,2019,1420.94,1765
Crusaders of the Lost Idols,June ,2019,1404.13,1799
Crusaders of the Lost Idols,May ,2019,1443.1,1833
Crusaders of the Lost Idols,April ,2019,1447.32,1836
Crusaders of the Lost Idols,March ,2019,1387.17,1787
Crusaders of the Lost Idols,February ,2019,1409.89,1818
Crusaders of the Lost Idols,January ,2019,1425.67,1843
Crusaders of the Lost Idols,December ,2018,1346.56,1707
Crusaders of the Lost Idols,November ,2018,1398.43,1805
Crusaders of the Lost Idols,October ,2018,1353.14,1747
Crusaders of the Lost Idols,September ,2018,1280.54,1669
Crusaders of the Lost Idols,August ,2018,1368.62,1830
Crusaders of the Lost Idols,July ,2018,1356.61,1772
Crusaders of the Lost Idols,June ,2018,1378.21,1838
Crusaders of the Lost Idols,May ,2018,1317.85,1731
Crusaders of the Lost Idols,April ,2018,1347.23,1842
Crusaders of the Lost Idols,March ,2018,1402.03,1842
Crusaders of the Lost Idols,February ,2018,1511.83,2025
Crusaders of the Lost Idols,January ,2018,1498.64,1998
Crusaders of the Lost Idols,December ,2017,1454.47,1896
Crusaders of the Lost Idols,November ,2017,1552.11,2105
Crusaders of the Lost Idols,October ,2017,1592.32,2161
Crusaders of the Lost Idols,September ,2017,1579.7,2285
Crusaders of the Lost Idols,August ,2017,1698.93,2308
Crusaders of the Lost Idols,July ,2017,1853.28,2508
Crusaders of the Lost Idols,June ,2017,1923.9,3006
Crusaders of the Lost Idols,May ,2017,1763.14,2366
Crusaders of the Lost Idols,April ,2017,1799.07,2438
Crusaders of the Lost Idols,March ,2017,1786.52,2489
Crusaders of the Lost Idols,February ,2017,1552.53,2080
Crusaders of the Lost Idols,January ,2017,1606.56,2346
Crusaders of the Lost Idols,December ,2016,1418.69,2289
Crusaders of the Lost Idols,November ,2016,1294.5,1867
Crusaders of the Lost Idols,October ,2016,1267.27,1793
Crusaders of the Lost Idols,September ,2016,1082.78,1552
Crusaders of the Lost Idols,August ,2016,1200.92,1710
Crusaders of the Lost Idols,July ,2016,1381.94,1886
Crusaders of the Lost Idols,June ,2016,1459.12,2023
Crusaders of the Lost Idols,May ,2016,1608.34,2274
Crusaders of the Lost Idols,April ,2016,1423.23,2153
Crusaders of the Lost Idols,March ,2016,1669.23,2391
Crusaders of the Lost Idols,February ,2016,1751.44,2442
Crusaders of the Lost Idols,January ,2016,1543.37,2390
Crusaders of the Lost Idols,December ,2015,1743.59,2583
Crusaders of the Lost Idols,November ,2015,2420.05,4030
Crusaders of the Lost Idols,October ,2015,2010.84,4006
Farming Simulator 17,February ,2021,909.36,1922
Farming Simulator 17,January ,2021,1030.83,2057
Farming Simulator 17,December ,2020,1047.51,2065
Farming Simulator 17,November ,2020,1137.68,2289
Farming Simulator 17,October ,2020,1110.16,2277
Farming Simulator 17,September ,2020,1044.99,2111
Farming Simulator 17,August ,2020,1127.12,2033
Farming Simulator 17,July ,2020,1089.46,1962
Farming Simulator 17,June ,2020,1082.95,2059
Farming Simulator 17,May ,2020,1371.16,2780
Farming Simulator 17,April ,2020,1696.12,3204
Farming Simulator 17,March ,2020,1428.45,3432
Farming Simulator 17,February ,2020,1195.19,2420
Farming Simulator 17,January ,2020,1435.61,2958
Farming Simulator 17,December ,2019,1537.47,3103
Farming Simulator 17,November ,2019,1563.4,3225
Farming Simulator 17,October ,2019,1665.72,3510
Farming Simulator 17,September ,2019,1769.62,3861
Farming Simulator 17,August ,2019,1757.45,3299
Farming Simulator 17,July ,2019,1861.72,3599
Farming Simulator 17,June ,2019,1710.47,3247
Farming Simulator 17,May ,2019,1754.27,3502
Farming Simulator 17,April ,2019,1744.14,3693
Farming Simulator 17,March ,2019,1898.54,3865
Farming Simulator 17,February ,2019,2052.92,4135
Farming Simulator 17,January ,2019,2302.93,4402
Farming Simulator 17,December ,2018,2842.32,6266
Farming Simulator 17,November ,2018,5163.54,12830
Farming Simulator 17,October ,2018,6580.5,13832
Farming Simulator 17,September ,2018,7201.89,18233
Farming Simulator 17,August ,2018,7252.64,16444
Farming Simulator 17,July ,2018,6854.28,12948
Farming Simulator 17,June ,2018,5735.51,13375
Farming Simulator 17,May ,2018,5201.81,10384
Farming Simulator 17,April ,2018,5449.73,11054
Farming Simulator 17,March ,2018,6436.1,14703
Farming Simulator 17,February ,2018,6242.8,12820
Farming Simulator 17,January ,2018,6282.75,12543
Farming Simulator 17,December ,2017,6473.65,13694
Farming Simulator 17,November ,2017,6594.05,15626
Farming Simulator 17,October ,2017,6099.83,13795
Farming Simulator 17,September ,2017,6041.09,14059
Farming Simulator 17,August ,2017,5189.07,9879
Farming Simulator 17,July ,2017,5443.37,10818
Farming Simulator 17,June ,2017,4925.66,9760
Farming Simulator 17,May ,2017,4810.16,9843
Farming Simulator 17,April ,2017,4646.43,9227
Farming Simulator 17,March ,2017,4500.17,9858
Farming Simulator 17,February ,2017,5243.62,10838
Farming Simulator 17,January ,2017,5809.79,11938
Farming Simulator 17,December ,2016,6514.83,14900
Farming Simulator 17,November ,2016,10184.19,26210
Farming Simulator 17,October ,2016,3846.08,31961
Farming Simulator 17,September ,2016,0.55,5
Farming Simulator 17,August ,2016,0.81,7
Farming Simulator 17,July ,2016,2.4,16
Barotrauma,February ,2021,924.67,1839
Barotrauma,January ,2021,906.57,2035
Barotrauma,December ,2020,1060.55,1962
Barotrauma,November ,2020,636.18,1408
Barotrauma,October ,2020,754.67,1854
Barotrauma,September ,2020,699.15,2320
Barotrauma,August ,2020,1104.82,2716
Barotrauma,July ,2020,644.36,2278
Barotrauma,June ,2020,696.94,1553
Barotrauma,May ,2020,437.3,1332
Barotrauma,April ,2020,595.56,2077
Barotrauma,March ,2020,262.33,572
Barotrauma,February ,2020,235.34,537
Barotrauma,January ,2020,218.72,574
Barotrauma,December ,2019,247.14,607
Barotrauma,November ,2019,159.71,381
Barotrauma,October ,2019,165.46,445
Barotrauma,September ,2019,113.54,397
Barotrauma,August ,2019,136.32,500
Barotrauma,July ,2019,165.97,339
Barotrauma,June ,2019,527.83,1496
Spore,February ,2021,968.91,2000
Spore,January ,2021,1011.64,2017
Spore,December ,2020,1205.12,2134
Spore,November ,2020,792.14,1603
Spore,October ,2020,770.05,1602
Spore,September ,2020,596.64,1004
Spore,August ,2020,856.71,1723
Spore,July ,2020,806.31,1399
Spore,June ,2020,989.7,1887
Spore,May ,2020,615.41,929
Spore,April ,2020,686.04,1104
Spore,March ,2020,724.39,1282
Spore,February ,2020,694.82,1291
Spore,January ,2020,768.05,1624
Spore,December ,2019,814.2,1689
Spore,November ,2019,722.04,1621
Spore,October ,2019,639.29,1272
Spore,September ,2019,530.9,1017
Spore,August ,2019,707.41,1425
Spore,July ,2019,850.86,2051
Spore,June ,2019,623.12,1254
Spore,May ,2019,711.22,1865
Spore,April ,2019,580.64,1137
Spore,March ,2019,568.73,1087
Spore,February ,2019,710.38,1682
Spore,January ,2019,750.1,1585
Spore,December ,2018,789.59,1608
Spore,November ,2018,718.37,1970
Spore,October ,2018,590.09,1170
Spore,September ,2018,1104.08,3205
Spore,August ,2018,658.22,1060
Spore,July ,2018,789.38,1259
Spore,June ,2018,710.87,1291
Spore,May ,2018,594.72,1075
Spore,April ,2018,654.64,1209
Spore,March ,2018,737.56,1380
Spore,February ,2018,1264.58,3383
Spore,January ,2018,1128.89,3089
Spore,December ,2017,894.15,1995
Spore,November ,2017,837.3,1921
Spore,October ,2017,669.15,2105
Spore,September ,2017,633.87,1248
Spore,August ,2017,761.91,1285
Spore,July ,2017,950.68,2105
Spore,June ,2017,891.28,2505
Spore,May ,2017,693.65,1369
Spore,April ,2017,775.36,1641
Spore,March ,2017,1061.62,4496
Spore,February ,2017,699.68,1407
Spore,January ,2017,829.09,1970
Spore,December ,2016,770.04,2150
Spore,November ,2016,642.81,1702
Spore,October ,2016,622.82,1325
Spore,September ,2016,1176.03,5549
Spore,August ,2016,823.26,1388
Spore,July ,2016,1032.79,2809
Spore,June ,2016,860.33,2456
Spore,May ,2016,678.68,1378
Spore,April ,2016,671.23,1344
Spore,March ,2016,685.53,1352
Spore,February ,2016,755.51,1638
Spore,January ,2016,1009.41,2784
Spore,December ,2015,1152.8,3348
Spore,November ,2015,719.22,2693
Spore,October ,2015,579.9,1153
Spore,September ,2015,567.14,1192
Spore,August ,2015,650.83,1089
Spore,July ,2015,713.97,1088
Spore,June ,2015,937.06,1929
Spore,May ,2015,707.42,1682
Spore,April ,2015,572.19,1122
Spore,March ,2015,583.8,1155
Spore,February ,2015,607.98,1246
Spore,January ,2015,793.78,2054
Spore,December ,2014,1410.06,5308
Spore,November ,2014,978.58,3823
Spore,October ,2014,623.52,2134
Spore,September ,2014,480.24,1060
Spore,August ,2014,757.98,1372
Spore,July ,2014,1029.99,1700
Spore,June ,2014,1129.44,3940
Spore,May ,2014,302.2,606
Spore,April ,2014,413.03,913
Spore,March ,2014,684.72,3234
Spore,February ,2014,258.45,550
Spore,January ,2014,293.79,741
Spore,December ,2013,400.84,1997
Spore,November ,2013,176.48,514
Spore,October ,2013,119.87,259
Spore,September ,2013,161.79,409
Spore,August ,2013,212.89,414
Spore,July ,2013,149.33,323
Spore,June ,2013,187.69,346
Spore,May ,2013,203.81,450
Spore,April ,2013,355.09,2679
Spore,March ,2013,159.48,341
Spore,February ,2013,162.9,330
Spore,January ,2013,181.54,455
Spore,December ,2012,212.49,497
Spore,November ,2012,195.48,590
Spore,October ,2012,129.28,288
Spore,September ,2012,170.2,379
Spore,August ,2012,215.91,446
Spore,July ,2012,276.9,509
Insurgency,February ,2021,902.59,1483
Insurgency,January ,2021,898.38,1596
Insurgency,December ,2020,922.41,1918
Insurgency,November ,2020,843.88,1357
Insurgency,October ,2020,840.75,1431
Insurgency,September ,2020,835.66,1412
Insurgency,August ,2020,935.39,1459
Insurgency,July ,2020,953.36,1532
Insurgency,June ,2020,1009.57,2300
Insurgency,May ,2020,1087.45,1739
Insurgency,April ,2020,1321.96,2518
Insurgency,March ,2020,1247.76,1974
Insurgency,February ,2020,1160.98,1931
Insurgency,January ,2020,1184.15,1863
Insurgency,December ,2019,1141.73,1905
Insurgency,November ,2019,1238.33,2216
Insurgency,October ,2019,1110.3,1987
Insurgency,September ,2019,1305.49,2412
Insurgency,August ,2019,1371.98,2122
Insurgency,July ,2019,1586.32,2526
Insurgency,June ,2019,1500.66,2498
Insurgency,May ,2019,1353.35,2497
Insurgency,April ,2019,1422.45,2573
Insurgency,March ,2019,1607.72,3214
Insurgency,February ,2019,1559.99,3286
Insurgency,January ,2019,1808.49,3068
Insurgency,December ,2018,1980.35,3237
Insurgency,November ,2018,1990.46,3768
Insurgency,October ,2018,2281.02,4454
Insurgency,September ,2018,2614.33,5185
Insurgency,August ,2018,7035.69,121264
Insurgency,July ,2018,2331.84,3637
Insurgency,June ,2018,2756.48,4459
Insurgency,May ,2018,1955.38,4024
Insurgency,April ,2018,2026.71,3953
Insurgency,March ,2018,2361.18,4200
Insurgency,February ,2018,2806.79,4751
Insurgency,January ,2018,3688.9,6933
Insurgency,December ,2017,2524.95,4642
Insurgency,November ,2017,2352.04,4614
Insurgency,October ,2017,2597.48,7125
Insurgency,September ,2017,2236.26,7561
Insurgency,August ,2017,2296.29,3531
Insurgency,July ,2017,3448.88,6456
Insurgency,June ,2017,2177.03,6494
Insurgency,May ,2017,1816.5,2973
Insurgency,April ,2017,2124.45,3818
Insurgency,March ,2017,1815.67,3052
Insurgency,February ,2017,2322.69,4773
Insurgency,January ,2017,2539.33,5840
Insurgency,December ,2016,2295.18,5512
Insurgency,November ,2016,1849.91,4472
Insurgency,October ,2016,1720.72,3227
Insurgency,September ,2016,2116.63,4016
Insurgency,August ,2016,2019.88,3055
Insurgency,July ,2016,2129.16,3593
Insurgency,June ,2016,2677.79,6112
Insurgency,May ,2016,2185.71,10161
Insurgency,April ,2016,1907.54,3807
Insurgency,March ,2016,2060.18,3873
Insurgency,February ,2016,2463.94,4624
Insurgency,January ,2016,3226.1,6226
Insurgency,December ,2015,3691.03,15775
Insurgency,November ,2015,2272.63,4965
Insurgency,October ,2015,1809.28,4403
Insurgency,September ,2015,1783.02,3533
Insurgency,August ,2015,1975.63,3371
Insurgency,July ,2015,2013.46,3273
Insurgency,June ,2015,2514.47,7079
Insurgency,May ,2015,1513.71,2665
Insurgency,April ,2015,1899.36,4220
Insurgency,March ,2015,2098.8,4323
Insurgency,February ,2015,2523.6,5387
Insurgency,January ,2015,3320.35,8778
Insurgency,December ,2014,3092.46,6497
Insurgency,November ,2014,3200.35,8380
Insurgency,October ,2014,887.37,2278
Insurgency,September ,2014,1011.93,2093
Insurgency,August ,2014,2101.81,10624
Insurgency,July ,2014,781.86,1861
Insurgency,June ,2014,1185.71,3810
Insurgency,May ,2014,435.21,906
Insurgency,April ,2014,773.01,1886
Insurgency,March ,2014,671.12,2318
Insurgency,February ,2014,1184.2,2561
Insurgency,January ,2014,521.67,2562
Insurgency,December ,2013,73.01,833
Insurgency,November ,2013,32.09,99
Insurgency,October ,2013,40.05,150
Insurgency,September ,2013,51.37,130
Insurgency,August ,2013,54.25,297
Insurgency,July ,2013,28.42,79
Insurgency,June ,2013,45.31,116
Insurgency,May ,2013,72.33,191
Insurgency,April ,2013,28.7,247
Insurgency,March ,2013,16.32,76
Insurgency,February ,2013,1.57,26
Insurgency,January ,2013,1.59,27
Insurgency,December ,2012,1,27
Insurgency,November ,2012,1.2,25
Insurgency,October ,2012,0.19,5
Enter the Gungeon,February ,2021,1182.81,1589
Enter the Gungeon,January ,2021,1369.98,1982
Enter the Gungeon,December ,2020,1154.14,1562
Enter the Gungeon,November ,2020,1241.43,1680
Enter the Gungeon,October ,2020,1161.35,1585
Enter the Gungeon,September ,2020,1422.22,2015
Enter the Gungeon,August ,2020,1445.77,2049
Enter the Gungeon,July ,2020,1455.94,1874
Enter the Gungeon,June ,2020,1536.31,2598
Enter the Gungeon,May ,2020,1548.76,2230
Enter the Gungeon,April ,2020,1994.87,3003
Enter the Gungeon,March ,2020,2109.82,3538
Enter the Gungeon,February ,2020,1595.07,2550
Enter the Gungeon,January ,2020,1551.85,2215
Enter the Gungeon,December ,2019,1458.18,2251
Enter the Gungeon,November ,2019,1363.26,2490
Enter the Gungeon,October ,2019,1340.43,2212
Enter the Gungeon,September ,2019,1618.53,3289
Enter the Gungeon,August ,2019,1536.62,2572
Enter the Gungeon,July ,2019,2136.73,3395
Enter the Gungeon,June ,2019,2699.46,3843
Enter the Gungeon,May ,2019,3929.39,7041
Enter the Gungeon,April ,2019,6488.05,13043
Enter the Gungeon,March ,2019,1308.36,2238
Enter the Gungeon,February ,2019,1412.86,2159
Enter the Gungeon,January ,2019,1803.22,3413
Enter the Gungeon,December ,2018,1455.08,2315
Enter the Gungeon,November ,2018,1574.41,2597
Enter the Gungeon,October ,2018,1724.44,3184
Enter the Gungeon,September ,2018,2416.89,4318
Enter the Gungeon,August ,2018,4640.95,8612
Enter the Gungeon,July ,2018,4825.85,15767
Enter the Gungeon,June ,2018,1119.83,3111
Enter the Gungeon,May ,2018,1079.79,2579
Enter the Gungeon,April ,2018,709.21,1269
Enter the Gungeon,March ,2018,761.29,1273
